logFC	AveExpr	t	P.Value	adj.P.Val	B	Bonf
DCHS2	-0.322696792556098	4.15372121849358	-1.46357504449766	0.151070548751373	0.177850365389432	-7.11459274748093	1
LRP11	0.169552278454344	5.46014295489294	1.45327761903411	0.153893540879271	0.181071639078246	-7.12136924572789	1
RWDD1	0.1697268793269	4.44359367149558	1.43004959677915	0.160414078011466	0.188345530694757	-7.12290339154915	1
TMEM245	-0.14576584029716	6.38076020131999	-1.46170917481124	0.15157900966198	0.17842379761114	-7.12303095123357	1
ZNF26	-0.20194321395676	4.62407666162227	-1.42323040086439	0.162368949859755	0.190346298754281	-7.12458695772339	1
AGPAT5	-0.235040242947187	3.54192719769038	-1.42881989924589	0.160765227354999	0.188678211438146	-7.1263548945402	1
DKFZP779L1853	0.252103932908081	3.27640035190372	1.44196489282548	0.157042654757614	0.184620769175688	-7.12637823014735	1
SEC14L1	0.140693828698593	6.38502831538836	1.43658727473826	0.158557285175712	0.186270224689959	-7.12814502529544	1
ZNF37A	-0.114190441927404	7.62395428495864	-1.44927239849619	0.155002728540019	0.182299630579329	-7.13407758562828	1
IMMP2L	-0.260951923847717	3.44268522299892	-1.43918098829733	0.157825327485699	0.185436429817117	-7.13512621803944	1
UHRF2	-0.126694961033479	6.51931005597516	-1.44005156207456	0.157580243767867	0.18517453195019	-7.13877572161221	1
CLCN6	0.131914064393025	5.76019491073804	1.42757373630351	0.161121692980924	0.189043414336578	-7.14153319893283	1
MRPL45	-0.380061954087194	2.53900001293262	-1.44764245196179	0.155455917887408	0.182806874563189	-7.14251322338269	1
RIMKLB	-0.164837602403861	6.64573454723264	-1.43347867342662	0.159438056288007	0.187252236056877	-7.14951324888757	1
FAM73B	0.192825803883822	4.27478900210137	1.43072830136765	0.160220526579973	0.188144739891633	-7.14992158173643	1
TRMT10C	-0.258524796181631	2.34524885551296	-1.41377321093814	0.165110866498803	0.19337058270651	-7.15161742478417	1
HSPB11	-0.195707087888423	3.99395696519632	-1.3980107814744	0.169761048291868	0.198621616137424	-7.15410067889419	1
VASP	0.289624648887467	3.03824462133887	1.42538000812385	0.161750714835889	0.189701456511661	-7.1608235793579	1
CAND1	-0.147374240886146	6.98748784953918	-1.44076845566829	0.157378648764837	0.184989715557429	-7.16183295035712	1
USP7	-0.127771100133138	6.1858762130423	-1.42812737903612	0.160963246763601	0.188884057349246	-7.16231696993378	1
RTCA	0.295616640166459	3.702376517721	1.43493389506127	0.159025266232485	0.186793713593469	-7.16379870480654	1
SSBP1	0.217677207791786	4.78580567521995	1.42887911935455	0.160748302809201	0.188678211438146	-7.16507364424653	1
RPL9	-0.231045945818109	4.0149820966268	-1.42509215866557	0.161833394334932	0.189771762313248	-7.16595550528752	1
ZNHIT3	-0.200235196294199	4.28106619542099	-1.41856344967164	0.163717548868076	0.191846448336707	-7.16783329716272	1
CGGBP1	0.180563501341665	5.55369380978406	1.41883698983956	0.163638263643831	0.191780461167865	-7.16815528058896	1
NUP54	0.233998662409893	4.02113149295545	1.40806059157823	0.166784560836181	0.195221188146444	-7.17185313709073	1
COIL	0.203391648975508	4.12405052444927	1.42637697349433	0.161464610465991	0.189419135493267	-7.17260189281462	1
CNPY3	-0.221060664955956	4.31433260877958	-1.41344857742302	0.16520562543075	0.193454420128476	-7.17337673029484	1
RPL24	0.189992512571793	4.8777155164051	1.42555303456996	0.161701032073097	0.189669835007196	-7.17360036003673	1
TRIM22	0.248582701962154	4.08236570018666	1.38659320430753	0.173192586789614	0.202296308174016	-7.17678853672095	1
RBM45	0.251047913397863	4.90872121149676	1.4104281849192	0.166089300017694	0.194434648232746	-7.17869535785918	1
HNRNPC	-0.10349290613078	7.53501197389625	-1.41538317090228	0.164641554215454	0.192902132574121	-7.17916008745554	1
RB1CC1	-0.129090471246835	7.34542677251989	-1.42356697511528	0.16227202788846	0.190259394496189	-7.18069590531071	1
HDDC2	0.323826828983502	3.20126551317366	1.41446347879884	0.164909521784461	0.193161875663909	-7.18251558513583	1
ASCC3	0.0957602449415514	6.74050567949881	1.36372398198969	0.180227385460492	0.210189747670325	-7.18299938316357	1
INTS8	-0.138814624859227	5.34486517671216	-1.41070705391901	0.166007557222282	0.194366211457449	-7.1833188033527	1
ARSB	0.227472626614558	4.01148626055006	1.38582481832197	0.17342544270066	0.202539954625785	-7.19088672969279	1
DENND6A	0.147136291616438	5.34451515287525	1.39007137693003	0.172141574139654	0.201209445661976	-7.19252244415325	1
PANK2	-0.1105780214168	5.55333876069242	-1.38742990864057	0.172939303156387	0.202028729743845	-7.19303098384278	1
SARS	0.132591795928977	6.41336230145608	1.39808968246844	0.169737520009139	0.198621616137424	-7.19317106779562	1
L3MBTL1	0.108565075141755	6.96118235997853	1.38408269694645	0.173954283762225	0.203129159441468	-7.19770812155483	1
SRSF7	0.143734706664703	6.58038711758452	1.40300475819327	0.168276839014902	0.196940284886639	-7.19835460410937	1
TBCEL	-0.190484256917067	5.18067476681314	-1.38926899702825	0.17238359196648	0.201464122320618	-7.20163942493705	1
PKNOX1	0.172586098089922	5.67810924411123	1.39349587983202	0.171111622565373	0.200167239790946	-7.20561252085841	1
RABGAP1	-0.0883296192700189	7.91971676650412	-1.39094755376266	0.171877598655941	0.20092902864862	-7.21156451722088	1
MBNL1	-0.10108325090908	6.27846222966965	-1.3401645378427	0.187702744001761	0.218450091583257	-7.21326287521805	1
GPCPD1	-0.19792461744814	5.07144298751453	-1.38873109817845	0.172545983492365	0.201625681718122	-7.2144391140363	1
MXD1	0.176158363082156	5.15699903692486	1.39329104415058	0.171173093910723	0.200189547207441	-7.21524280739051	1
AGPS	-0.130606258092641	4.95458955918633	-1.36662679234491	0.179322429811082	0.209163566307519	-7.21634051165206	1
ZNF254	0.150305260377678	6.06914752570094	1.39261908462217	0.171374869939925	0.200397452620604	-7.21679840364835	1
DZIP1L	-0.230578724359917	4.00107618476495	-1.37171178517216	0.177745629260753	0.207469311111405	-7.2193444593541	1
TACC1	-0.105072281785823	8.54248250091071	-1.39343449642597	0.171130041972686	0.200167239790946	-7.22004498128594	1
PTPRS	-0.124049317799354	7.94947900970126	-1.38758342793609	0.172892861649175	0.20200274444329	-7.2202857470568	1
PPTC7	-0.154381870188818	4.24951432816717	-1.35148378206085	0.184082038729224	0.214355818009703	-7.22037935781601	1
CDC37L1	-0.203223535877011	4.1290364753507	-1.36665334866925	0.179314167045214	0.209163566307519	-7.2204467263267	1
ITGA8	0.30855127674441	4.12780281146983	1.37792456401039	0.175833676816949	0.205295039729774	-7.22108820789121	1
PRCP	0.271663846054585	3.87408628630529	1.37678469060321	0.176183270405755	0.205674442923681	-7.22670488170652	1
MDH2	-0.22540677841626	3.22692457795475	-1.37090356174955	0.177995532221173	0.207731959035699	-7.23169353275413	1
KIAA0922	0.218006274025374	4.86362961926277	1.39238918055085	0.171443947945093	0.20045015090275	-7.23267632324608	1
NOL10	-0.126805890720989	6.22077963188763	-1.36778690229841	0.178961745605523	0.20880120926833	-7.23399897398179	1
RAD54L2	0.0958731888368243	6.53884271977634	1.31843839186006	0.194804753971257	0.225928047534322	-7.23498013943271	1
DRG2	-0.201607759263216	4.56258762368295	-1.35010199687742	0.184521136638677	0.214837161598281	-7.23511585380618	1
SLC30A5	0.230005242292041	3.95737331435398	1.36003351786683	0.181382970938048	0.211507897945359	-7.23693101070929	1
SAP18	0.180588142722659	3.79603189872079	1.35171118567305	0.184009852346847	0.214301652816892	-7.24011719590164	1
CSAD	0.140506352622923	5.77979255987148	1.3692235167151	0.178515870888155	0.208310104860822	-7.24150128404223	1
TRMU	-0.14108269811921	5.3193297751827	-1.33021105887505	0.190931424622802	0.221929202555159	-7.24276744411992	1
C6orf203	0.214423520031067	3.77789629510008	1.35589598756548	0.182685319862185	0.21290758763221	-7.24525376579861	1
NELFCD	0.124413704831157	5.29178501902359	1.35798383455783	0.182027242840819	0.212229528384799	-7.24577947964968	1
CCDC97	0.176779375281877	3.52721607788863	1.33310034657909	0.189989866315439	0.220957843967858	-7.25542385861739	1
RCN1	-0.275414252465684	3.57485374439158	-1.34280349033393	0.186853779271244	0.217492379999491	-7.25561439947517	1
PUS10	-0.195302141101243	4.47517391620587	-1.35615676640787	0.182603024040616	0.212841391327989	-7.25650799351513	1
RPL26	-0.341093796766321	3.64498733200791	-1.35731790135086	0.18223694261492	0.212444350921568	-7.26168158856673	1
AKAP7	0.109692269057693	5.76593035440531	1.33341360586171	0.189887995279876	0.22087013858108	-7.26200088321517	1
ANKRD36C	-0.104020951324056	8.84116694407535	-1.3528249776609	0.183656607338636	0.213920100190168	-7.26266725620994	1
VAMP3	0.179130282025754	4.28700766897925	1.33251241065604	0.190181174176759	0.221149525285916	-7.26318025717686	1
RNF185	0.277143674249118	3.20765079480073	1.35343095302978	0.183464638074144	0.21372631853795	-7.26411561098326	1
TNFAIP1	-0.13412647422252	4.47602474728593	-1.3489016430743	0.184903232506501	0.21525201296392	-7.26424401368485	1
AP1M1	-0.206153789305344	3.77803906379586	-1.33917593414098	0.188021542454021	0.218760116572288	-7.26906219117775	1
UGP2	-0.0931098375163859	6.41102137212153	-1.30395967506158	0.199650053685667	0.23102779037798	-7.27112652737848	1
FIZ1	0.238040797362854	3.69491135003997	1.3539311381043	0.183306298749361	0.213571665311886	-7.27127872804962	1
FNDC3B	0.279106267427327	4.51359633133198	1.35478974298488	0.183034742493231	0.21328504052673	-7.27340855029468	1
ACTR8	0.240612100656731	4.04896669013078	1.33934713583823	0.187966304792226	0.218726332925216	-7.27368116367437	1
DCAF4	0.199886942057535	3.59801040251821	1.30878981359919	0.198023594512968	0.229377580227485	-7.27583270472791	1
ZNF142	0.185049934404323	4.15013924147179	1.32994338477691	0.19101883404879	0.221968990345114	-7.27729729880746	1
DBP	0.134739075890715	4.22868983575172	1.29416727015653	0.202978500734751	0.234527961817813	-7.27780486536892	1
EP400NL	-0.151862907833749	5.26938292503803	-1.33148442919937	0.190516021646686	0.221477196589129	-7.2791800911111	1
RSF1	-0.0766043937641567	8.59759236992555	-1.33195147805808	0.190363832638827	0.221331096778403	-7.28014806881636	1
ING5	-0.10734236667594	6.58500521451595	-1.31183760225564	0.197002495092455	0.22828662257521	-7.28055367226358	1
H2AFV	-0.137929059240676	5.01366838443229	-1.31587909459752	0.195654650280037	0.22685069729691	-7.2811246846445	1
PTOV1	-0.130027572420985	5.35804614942649	-1.32443683250922	0.192823794620608	0.223910563011939	-7.28144910633993	1
B3GALT5	-0.237712521100607	3.5677424694779	-1.32043249807366	0.194144497183413	0.225256186586119	-7.28212445852099	1
SCG5	-0.222764086089861	4.2166318462596	-1.32830629563765	0.191554093303221	0.222529024616656	-7.28505185763047	1
MYADM	0.279126423827874	4.13074304684241	1.31885352120764	0.194667162261189	0.225799843067445	-7.28548584142087	1
ATPIF1	-0.229996861883565	4.22226552723701	-1.33512053012279	0.189333641760383	0.220256025838305	-7.28586439157234	1
PLEKHM1	0.108741771833262	5.13353418622573	1.3076755411464	0.198397909862269	0.229744174161496	-7.28595013286087	1
H1F0	0.213680334626488	4.50589995917777	1.32517344700367	0.192581593331274	0.223660425866649	-7.28613663785038	1
ERBB4	-0.167454640966117	7.1888829575535	-1.3262973054281	0.192212512037183	0.22326284270021	-7.28965222871675	1
ATP2B4	0.0863316169810229	7.6001482651472	1.28712583497352	0.205397689480031	0.237159047272379	-7.2908989411702	1
SUPT3H	-0.255276894356401	4.35420344443205	-1.32389129632224	0.193003318362171	0.224087858370988	-7.29146080980611	1
CKAP4	-0.20303179561094	3.93869833044082	-1.31202069169849	0.196941282291256	0.228279064783034	-7.29220907877586	1
CUX1	0.0666971091700495	7.51332067566824	1.30484877971759	0.199349906304765	0.230750557103741	-7.29227156402228	1
PTPRD	-0.0963910307590815	9.48130962263569	-1.33006868377129	0.190977913648553	0.221952335115985	-7.29368987261255	1
COPZ1	-0.224849547867059	3.31312312625335	-1.32200970345169	0.193623486041503	0.224714147292432	-7.29721969591603	1
ANKRD50	-0.156876567117129	5.0935585221557	-1.30878151561853	0.198026380055042	0.229377580227485	-7.29951404882014	1
SEC22C	-0.119600107533796	6.11763702448728	-1.31184240709566	0.19700088849232	0.22828662257521	-7.30124146049288	1
RGS5	0.228178766188835	4.74334664848575	1.31729375487435	0.195184519266451	0.226337042205353	-7.30142677069485	1
SEMA3E	-0.254018784698103	3.32386267323182	-1.30381148942283	0.199700112046898	0.23102779037798	-7.30185580922431	1
PPM1G	0.121661361530111	5.15311510576513	1.32217383233121	0.193569329258498	0.224682530679914	-7.30247791107787	1
TRMT6	-0.159184380579897	4.90894440643961	-1.32911785654423	0.191288604120742	0.222251533361162	-7.30251102290224	1
MIB1	-0.112844893882905	6.76728358153972	-1.32170095858266	0.193725392318077	0.224801164174493	-7.30652600808417	1
SNAPC1	0.264386361917609	3.35366841067518	1.31916837292637	0.194562856205029	0.225710217287324	-7.30747608025213	1
AREL1	0.125671667374072	5.20259567782332	1.27957857848352	0.208014733445235	0.239815908686759	-7.30961614180598	1
CSNK2B	0.202960339510607	4.05950594152833	1.30471992524511	0.199393384288016	0.230768885628221	-7.31312694414633	1
BTRC	0.120845000051781	5.94502383056876	1.29585811213108	0.202400805515748	0.233892846684034	-7.31508437752171	1
PAG1	0.148543936799223	6.47157588196097	1.30949010628593	0.197788620997004	0.229165774890075	-7.31562138522568	1
NEB	0.179305781517755	5.12171358499496	1.30630429892426	0.198859285060779	0.230246506475365	-7.31579112897701	1
TRIB2	0.250989714559771	4.65296308638399	1.3015234493525	0.200474239008384	0.231826977038646	-7.31627617314104	1
ABCD4	0.177290934821257	5.88690663173831	1.32229655804119	0.193528841613547	0.224666773715741	-7.31830056005537	1
CELF6	0.179638833423987	5.19926574346169	1.29925368016699	0.201244427645995	0.232684167104715	-7.32273042835316	1
ABCB8	-0.153652913359254	5.86687156371183	-1.31408017377934	0.196253725016472	0.227513692047981	-7.32316084547159	1
EIF4EBP2	-0.126046441888514	5.78683267223512	-1.30839496918324	0.198156172460354	0.229496077649699	-7.32380856931196	1
RNF6	0.175126271167303	5.00196420443139	1.30362413668691	0.199763414999045	0.231069002135517	-7.32607735629126	1
MAEA	0.121958819361032	5.36255992792267	1.27356181971083	0.210118980926864	0.24210810942408	-7.32712746258809	1
RAB5A	0.167004712109403	5.21529313404841	1.30386128460448	0.19968328975266	0.23102779037798	-7.32734909134894	1
PDCD6	-0.173933841031799	5.09328281336016	-1.26632894423454	0.212669651632466	0.244878103700389	-7.32916087755798	1
NBAS	0.106083686326603	6.30741742340925	1.28947615174605	0.204587797333583	0.236321977603535	-7.32971035442032	1
DDHD2	-0.119995294354007	6.31229138602102	-1.28809229069943	0.205064367735898	0.236810875017359	-7.3299005205275	1
MED17	-0.157123835321531	4.88427299739237	-1.29709292472862	0.20197970388467	0.233470862369043	-7.33005714550126	1
PABPC1	0.18376868483013	4.97105518519073	1.30505527104211	0.199280247138113	0.230701914174035	-7.33023975633289	1
KBTBD2	0.182398635374554	4.0535375446815	1.24777393797915	0.219319049290837	0.251943776452443	-7.33157634209475	1
CCDC18	-0.196163631861785	4.64122645588301	-1.26179749025313	0.214279446365041	0.246697671804629	-7.33272965465803	1
CTBP1	0.0953456938190578	6.3462883831628	1.28219435852799	0.207104873834274	0.238898920377023	-7.334946659638	1
DDHD1	0.100598979618288	7.31882563078365	1.28505886849261	0.206111938324894	0.237885035412169	-7.33522468104952	1
VWA5A	-0.227348596188839	3.69478347613456	-1.28497120497323	0.206142272142731	0.237887156185722	-7.33759062623131	1
VPS45	-0.153873216760156	5.26460934289413	-1.29623594939102	0.202271883244659	0.233776226128536	-7.33796902270986	1
CLEC16A	0.100575591791255	6.40764680312445	1.25218340508967	0.217725001099679	0.250319282355064	-7.33832349941696	1
WRNIP1	0.215000454762785	3.87132070223094	1.28268687796815	0.20693389409469	0.238734680472979	-7.33895515441654	1
KDM4A	0.112782561908326	6.4691461339492	1.29116982225842	0.204005673525364	0.235682170300268	-7.34008882467396	1
CALM2	-0.143104048046663	7.84543932140502	-1.28286277691322	0.206872855966592	0.238697249704093	-7.34095264593742	1
PIKFYVE	0.0965923622220526	7.14215658853891	1.30295256216782	0.199990452298361	0.231299569934431	-7.34291596961853	1
DVL2	0.183018742386845	4.55006135322552	1.28520003214244	0.206063099164542	0.237861553073229	-7.34329918075085	1
LONP1	0.193104213860111	5.39721407841668	1.28808239509783	0.205067778569776	0.236810875017359	-7.34361783036797	1
REXO4	0.226274162245839	4.50293770758765	1.29917476103171	0.201271247084709	0.232684167104715	-7.34604176833338	1
UBR1	0.0736468957054364	6.23556351783921	1.25935449546955	0.215151092009621	0.247632885164252	-7.34636956136432	1
EYA3	-0.195827312037817	5.35905048051998	-1.28699112951302	0.205444180584882	0.237179922489641	-7.34776735577135	1
ZNF528	0.108066900774024	7.33277619250321	1.28021741446199	0.207792246913836	0.239625594313677	-7.34840763565691	1
FOXK2	0.118924961716942	5.71462927701703	1.25250599859154	0.217608721781592	0.250220056395693	-7.3490734548575	1
AASDHPPT	-0.182427096764336	5.27957700586407	-1.27546966401824	0.209450024528149	0.241370624621892	-7.35183091947931	1
POU6F1	-0.191010479991327	5.0089106873804	-1.2757124998664	0.209364992789159	0.241305945023319	-7.35362402077567	1
AKAP9	-0.0716334841755652	9.79323093380677	-1.25679832849464	0.216065951896025	0.248548789641452	-7.3553025594778	1
GTF2H5	-0.212808946600538	3.83443595680137	-1.27309831592364	0.210281743429799	0.242262212828038	-7.35775220629886	1
PHTF2	-0.094551194124245	6.15057339725901	-1.24895763013818	0.218890286393674	0.251520455721182	-7.35973902357603	1
MPZL1	-0.242421643447516	4.85223382964702	-1.28101418110182	0.207515009088368	0.239338946652349	-7.36041089049015	1
C8orf44	0.170872817599407	4.27416120765256	1.25039544995728	0.2183703126602	0.250992065274314	-7.36100474363219	1
ZNF841	0.126624898882312	6.14245264054855	1.24841948516833	0.219085138461757	0.251709707662916	-7.36146821737896	1
PIGS	-0.167897251178614	4.13397248992307	-1.24161967877482	0.221558360993531	0.254131519314921	-7.36342686573276	1
NCOA3	-0.149300630714408	5.70014030893032	-1.2438186255439	0.22075630005913	0.253350782635911	-7.36482280693332	1
RP9	0.380900304735647	2.65627578330924	1.27983959755054	0.207923807047295	0.239744190777738	-7.36547412687019	1
NBPF20	0.168669414582777	4.49039428017722	1.24588406198081	0.22000490593598	0.252592622026346	-7.36823763644457	1
SERF2	0.159584522346689	4.69800621507039	1.25825163346241	0.215545453844415	0.248018394030762	-7.36847906180053	1
MTMR3	0.119725952982805	6.06129421636246	1.27646435767817	0.209101885707539	0.241035976510154	-7.36898714399488	1
API5	0.115023991631268	4.71393287977935	1.22140040725261	0.229035030791069	0.262238984644609	-7.3698386580013	1
RNLS	-0.261610403843872	3.18318523171457	-1.26867704591943	0.211839063122164	0.243955373009219	-7.37153421182329	1
BNIP1	0.271694348633957	2.55584221054303	1.27243751114314	0.210513953179699	0.242496271718522	-7.37477301727307	1
GREB1	-0.122508484447865	5.65993832055021	-1.24753634278437	0.219405187552561	0.252008049764554	-7.37676018594764	1
BNIP3	0.160688162866845	4.26242831752227	1.24720728967896	0.219524524769474	0.252110432353221	-7.37896409293201	1
GPT2	0.130745170276487	9.18704932240997	1.2056980199662	0.234968787097304	0.268077003510768	-7.37923931940684	1
CDK8	-0.152066601313983	3.8904080583878	-1.21294191177701	0.232217510160888	0.265318969955139	-7.38048254843765	1
COL27A1	0.303916547145296	5.01870834288397	1.26907677291021	0.211697911227864	0.243826457357921	-7.38319164566067	1
CSRP2BP	0.20760325414125	4.43604765653632	1.25725046353918	0.215903920176916	0.248396627017213	-7.38506066365991	1
TMEM261	-0.290871611674623	3.31614997462014	-1.25401563081838	0.217065188198007	0.249629451863475	-7.3854111035935	1
TBC1D23	-0.102527718367644	5.04876713077339	-1.22280513007441	0.228509642058509	0.26167331850541	-7.38642711771084	1
BRAP	0.136681350976765	4.94315047201093	1.26052240015644	0.214734060554277	0.247186974283936	-7.38680766442041	1
LCA5	-0.167344666468908	4.81239769950164	-1.23904846917643	0.22249894914815	0.255140278501203	-7.38737885517595	1
PGRMC2	0.184619713906187	4.47581702570495	1.25579598868843	0.216425484485527	0.248928071711929	-7.38846627056026	1
C5orf24	-0.0961036262145252	6.29808799888902	-1.2128154498612	0.232265336898916	0.265318969955139	-7.39210396664177	1
HELLS	-0.227696745773165	4.14784168011356	-1.25871593897504	0.215379361497995	0.247861443312002	-7.39305062605255	1
SAE1	0.148200679019796	4.11847896512596	1.20699058998812	0.234476113033888	0.267661232272241	-7.39343830806752	1
DHX36	-0.104209891855373	6.7456192141749	-1.24971072877214	0.218617820545225	0.251241955659628	-7.39366088147165	1
AHCYL2	0.0837015955538861	5.05785451839203	1.169398623805	0.249116467998137	0.282980578969717	-7.3952328656991	1
ATXN2L	-0.101294847224608	6.73285820023176	-1.21958110275562	0.229716804856603	0.262875378607666	-7.39658089045358	1
HLTF	-0.0881779838736782	5.86205636010413	-1.1971693910137	0.238238618014408	0.271510714427888	-7.39768599819161	1
EML1	0.18338420933495	5.28025970999711	1.24196014437496	0.221434035367799	0.254058731067947	-7.39883545968563	1
DCP1A	0.156635757316289	4.6542250328367	1.21983698447751	0.229620824206687	0.262842607309264	-7.40073484745859	1
RPL34	0.178716718991089	3.55787155059489	1.21818220352106	0.230242052240808	0.263368135394116	-7.40144281956496	1
ATP13A1	-0.132936515293249	5.17086001607264	-1.21742350844937	0.230527291242627	0.263658285695773	-7.40220201912841	1
PTPRE	0.101577928361603	6.63324915361539	1.21391150104503	0.231851061330831	0.265027065588084	-7.40264494785289	1
CAP1	0.219935684186621	3.73534859274911	1.25040021840377	0.218368589730665	0.250992065274314	-7.4070247314717	1
RFWD2	-0.169036021946366	4.96564411609752	-1.21346819343394	0.232018553151842	0.265145911254152	-7.40704856302902	1
UBE3C	-0.0893152298771477	6.27778301291393	-1.20275278486609	0.236094228158088	0.269287418590479	-7.40767731872847	1
DNAJC16	-0.144311259753777	5.13567891221509	-1.22875947187026	0.226292509472251	0.259312267546239	-7.40770443023377	1
TWISTNB	-0.252207767706054	3.81910177151314	-1.24507408085762	0.220299345272175	0.252895893059972	-7.40849685620987	1
ZNF286A	0.150965526230173	5.18258425994743	1.24162840132771	0.221555175187603	0.254131519314921	-7.40853991866201	1
KIAA0586	0.103819853061826	6.03530767944376	1.20665578884218	0.23460365242557	0.267733600881567	-7.4086250477251	1
LAMTOR3	-0.226122323725669	4.0778709736549	-1.22587962857552	0.227362839002877	0.26043152853952	-7.41109089509749	1
FBXO11	0.0981138090604534	6.4933631499911	1.24231564942269	0.221304273249701	0.253944752314571	-7.41183244332174	1
MTCH2	0.132867000418923	5.1681801223397	1.21884650132596	0.229992516698504	0.263154814884747	-7.4120356403038	1
UQCC1	0.116316471547671	6.02219020100212	1.24437262134269	0.220554572388772	0.253154072638728	-7.41212915822831	1
YOD1	0.222472476389663	5.01556691111515	1.24599709587688	0.219963839856999	0.252580211159041	-7.41385217225183	1
KIAA0020	0.134966914844391	7.12267177907029	1.23437611146534	0.22421575620452	0.257038331886204	-7.4188037765284	1
NCAPD3	0.116575192503988	5.29168035860132	1.19875018869017	0.237630045033817	0.270854125606541	-7.41910116075607	1
RMI1	0.274629515792207	2.32382837238631	1.21478633289429	0.231520791075754	0.264685779772719	-7.41944222433159	1
RHEB	-0.120348699730986	3.79706466952476	-1.14660895712854	0.258308865306243	0.292745371650355	-7.42051603245354	1
UBA2	-0.119637303014331	5.9021333369061	-1.23612046486776	0.223573666636159	0.256337449399623	-7.42207023090312	1
TIGD7	0.223630078210207	3.93303226160867	1.20895145665407	0.233730162171849	0.266846197184163	-7.42242676937152	1
NDUFB1	-0.163261762112395	4.06237646322487	-1.21066434935114	0.23307997472751	0.266140285737279	-7.42352971778657	1
PELP1	0.138278604656468	8.19625836808221	1.23968124119295	0.222267196660597	0.254909542206712	-7.42458088441795	1
OGFOD1	0.1351039261203	4.34354239220488	1.21379398533905	0.231895452791363	0.265041516963623	-7.42751804908232	1
CROT	0.223968854731814	2.85469326020224	1.20586570951675	0.234904827901281	0.268040664751216	-7.42821744795721	1
LMBR1L	-0.176384962462659	4.29991349528719	-1.21481903055365	0.231508453639989	0.264685779772719	-7.4291452049122	1
GART	0.18481567132735	4.74800014821676	1.21841045634039	0.230156289279255	0.263306112498729	-7.43004811759446	1
SUMO3	-0.294528308846373	3.47172538264575	-1.21975661760378	0.229650966448585	0.262842607309264	-7.43063786956849	1
TRIM27	0.0783451299388106	5.56802471261965	1.1775187582222	0.245899150227304	0.279592223658068	-7.43097627888517	1
STARD3NL	-0.181956534370236	3.9524922683648	-1.22788679722816	0.226616455220979	0.259612209164915	-7.43116883647658	1
N4BP1	-0.119338901278578	5.20650645151254	-1.1874187217865	0.242017663464076	0.27551663092842	-7.43138658616134	1
ZNF554	-0.208830691677281	3.75861670026604	-1.22385479816476	0.228117631142221	0.261260253090309	-7.43174045931831	1
TRIM35	0.212128885546353	4.40809221605605	1.22862333943569	0.226343020643778	0.259334550690949	-7.43182733753927	1
PDZD2	-0.143452293088345	7.79580369515561	-1.21974138052681	0.229656681566096	0.262842607309264	-7.43194665214788	1
BAG2	0.245003204233317	4.17626001677821	1.23404688001082	0.224337098279628	0.257142125008696	-7.43243051493207	1
CA10	-0.200714257827291	4.71710621569945	-1.2304179847288	0.225677797663226	0.258643362835339	-7.43319047914222	1
RACGAP1	0.28205881055368	2.76574767301295	1.21283217952496	0.232259009477054	0.265318969955139	-7.43747167284194	1
FBXL5	-0.0941127900395927	5.90542661611045	-1.2067992134083	0.234549009926834	0.267707839057863	-7.43853166635757	1
MRM1	-0.20060348037074	2.81620538913481	-1.18043852754214	0.244749713521054	0.278323199628628	-7.43965142550607	1
C1orf213	-0.269861163510597	4.06521087104296	-1.21636368755516	0.230926177701671	0.264078319377199	-7.44272610265292	1
NFYB	0.14944433759404	5.16909303210046	1.21217555890339	0.232507449008449	0.265559198840133	-7.44530194636804	1
NLGN1	-0.119807486121066	6.26248296028486	-1.16832074696409	0.249545824152916	0.283391176714535	-7.44610632181851	1
AASDH	0.150788345382859	5.12667039884123	1.1725173427667	0.247877191590878	0.28164948896157	-7.4468122566933	1
EFCAB5	-0.150528981524137	4.65895832793954	-1.18973041350102	0.241117791797468	0.274529640742671	-7.44702026695061	1
ANO6	0.190597908638402	4.34393038014505	1.21118280578891	0.232883439348794	0.26595225057233	-7.44719732003834	1
KIAA0907	-0.116876236462239	6.71427113117193	-1.19648971898702	0.238500627727356	0.271735122187521	-7.45069102818233	1
GTF3C2	-0.14462383874544	5.03337623054888	-1.16107006036102	0.252447974436428	0.286375280689672	-7.45145698111637	1
FAM118A	-0.229638859692451	5.1214523855915	-1.18325607606461	0.243644232747248	0.277265090173428	-7.45224084585676	1
TARDBP	0.0950761479427939	7.28087295165566	1.19949133315076	0.237345113023198	0.270566298445672	-7.45443277150793	1
CDC5L	0.095059105523064	6.5346833475401	1.20010368256968	0.237109885107028	0.270335061577912	-7.45684140259517	1
NBPF9	-0.181250793436491	4.73721548225752	-1.19309931694852	0.239810760352199	0.273115992826761	-7.45765015939834	1
EIF2B1	0.132112459029799	4.2896449084751	1.16901770346976	0.24926814066939	0.283114345348037	-7.45984472728497	1
ATP11B	0.10513461479377	5.64079241736522	1.19340834582584	0.239691126576958	0.273016990676006	-7.46019521511412	1
ZC3H15	-0.112664572232057	6.3400663987609	-1.19132242175349	0.240499494092774	0.273863016871706	-7.46111243654661	1
ZNF622	-0.153419947425772	4.35342527898919	-1.20026336075714	0.237048574432665	0.270302076132206	-7.46219882987245	1
DAK	0.315197172976436	2.93678077980789	1.20032968697583	0.237023110970309	0.270302076132206	-7.46389012320456	1
ZNF121	0.11327141940388	5.17228388425809	1.1676859336097	0.249798943496937	0.283640040847719	-7.46421751174564	1
