logFC	AveExpr	t	P.Value	adj.P.Val	B	Bonf
PIN1	-1.57189984626595	4.50305176438447	-10.5618732415369	3.57802386078842e-13	1.24663368905934e-12	19.1948897069414	2.98693431898617e-09
ZZEF1	0.767296594600469	7.07525257524184	10.5641934390133	3.55464457672881e-13	1.23900513263182e-12	19.1892820714228	2.96741729265321e-09
ASTN1	-1.52304046020348	6.71880305300631	-10.5656151245032	3.54039584473589e-13	1.23455407317691e-12	19.1784122434979	2.95552245118552e-09
GPR155	-1.06826201103928	5.89081240908007	-10.5528953067153	3.66997130516897e-13	1.27707046500836e-12	19.1757735678027	3.06369204555506e-09
BCAR1	0.911161922139901	5.05322372533636	10.5503771078675	3.69619010592234e-13	1.28565812517665e-12	19.1737351585066	3.08557950042397e-09
NSMCE2	1.41000930865931	3.9927455178584	10.5606724895828	3.59018444526689e-13	1.2503487588272e-12	19.1712082508322	2.9970859749088e-09
INTS4	1.2486573826745	4.22601108501253	10.535113897347	3.85923156609934e-13	1.33846552196914e-12	19.1703722722931	3.22168651137973e-09
ABL1	1.21173989823065	5.94748929954953	10.5594152501063	3.60296212382363e-13	1.25427555503251e-12	19.1460414078321	3.00775278096797e-09
GPR19	-1.52880108920498	2.58375470979764	-10.5401901045458	3.80421184875605e-13	1.32102997143991e-12	19.1369372054739	3.17575605134155e-09
MLXIP	-0.68848675395726	7.01669710331241	-10.5473518474092	3.72794015859052e-13	1.29616178441956e-12	19.1340841990089	3.11208444439137e-09
PPM1K	-0.754281506743151	7.38778322372058	-10.5410058121991	3.79544523083024e-13	1.31853419837581e-12	19.1336679194376	3.16843767869708e-09
FBLN7	-2.36721891861758	2.77801941809061	-10.541662649351	3.78840095834665e-13	1.31663493756361e-12	19.1008621460273	3.16255712002778e-09
GABRA5	-2.31050077406424	3.83109363761997	-10.5383384365789	3.82418865045176e-13	1.32741483800297e-12	19.0974669735011	3.19243268539713e-09
SRRM1	0.953683621201232	9.92237598924529	10.535946652515	3.8501504014152e-13	1.33587097053259e-12	19.0933935674706	3.21410555510141e-09
SETD8	0.861447136764467	6.44152728181677	10.5331606226226	3.88061745744469e-13	1.3453236933035e-12	19.0914998978342	3.23953945347483e-09
ABHD17A	1.0289042759991	4.24178213375977	10.5237106070113	3.98579664503165e-13	1.37892376264916e-12	19.0883773878232	3.32734303927242e-09
USP3	2.04093071829163	3.75506826853349	10.5313308393176	3.90076052343025e-13	1.35174548981302e-12	19.081039978098	3.25635488495957e-09
TRIM14	-1.94828630514317	4.22829306272339	-10.52378279829	3.9849822682974e-13	1.37892376264916e-12	19.074745306699	3.32666319757467e-09
CCSAP	-0.804412827902654	7.47455590320439	-10.524864670181	3.97279810241498e-13	1.37556692488429e-12	19.0678778906545	3.31649185589603e-09
TNFAIP8L1	-2.33622144826091	3.62379281991239	-10.5224338291829	4.00022772387977e-13	1.38288398546384e-12	19.0674576987127	3.33939010389483e-09
PATL1	1.21135667323508	4.85549123596812	10.5214452288778	4.01143807387671e-13	1.38607140069217e-12	19.0657481906659	3.34874850407228e-09
SLC38A2	1.16542857263939	6.36126789627743	10.5284110858317	3.93312276164343e-13	1.36239455660578e-12	19.056023617865	3.28337088141994e-09
COL21A1	-1.87284364672656	3.98633479651594	-10.5057371068558	4.19390823662474e-13	1.4461274663091e-12	19.0555794899028	3.50107459593433e-09
MFSD12	1.4375627207104	4.50404840617076	10.516065096901	4.0730087908643e-13	1.40571421538143e-12	19.054935562196	3.40014773861352e-09
LIX1L	1.79236188187636	2.82374454138215	10.5112589647155	4.12882247757434e-13	1.42427314226407e-12	19.0523553899728	3.44674100427906e-09
RNF145	-0.901297920762075	4.92444278205149	-10.4979563747483	4.28739316784341e-13	1.4759240480477e-12	19.0511052202965	3.57911581651568e-09
ANAPC5	0.942358750403547	8.03615772567149	10.5224047681853	4.00055680988881e-13	1.38288398546384e-12	19.0386313812966	3.33966482489518e-09
SPTBN1	0.755972340330654	10.1123104001288	10.5193673725341	4.03510435544454e-13	1.39367195528552e-12	19.0353660147749	3.3685051159251e-09
UVRAG	1.31698617221877	5.85397907557694	10.5160365399013	4.0733381492665e-13	1.40571421538143e-12	19.0326784093268	3.40042268700767e-09
LIG1	1.0158494208581	5.82134478520226	10.5030996093071	4.22536322892341e-13	1.45637209888739e-12	19.0083405126091	3.52733322350526e-09
C1orf21	-1.20830997702187	6.803417438704	-10.4982840802712	4.28341341711565e-13	1.47516234348521e-12	18.9946153211369	3.57579352060814e-09
TSNAXIP1	-1.48329090811422	3.63565793465418	-10.4847522822366	4.45091292937267e-13	1.52906259812358e-12	18.9876492966492	3.7156221134403e-09
ANP32A	1.29608210737519	6.23692125214799	10.5026817264983	4.23036888633069e-13	1.45749564437014e-12	18.9776387775439	3.53151194630886e-09
XPR1	-1.04811441130241	5.04812486477637	-10.4939365895542	4.33651743894984e-13	1.49160476227249e-12	18.9773148182719	3.62012475803533e-09
ATP6V1A	-1.17212102623066	6.11592136981126	-10.4907564198756	4.37578606756098e-13	1.50449184892912e-12	18.9747995553719	3.65290620919991e-09
SAMHD1	1.43099967866486	4.24850842775452	10.4739708549021	4.58912191392621e-13	1.57524628854671e-12	18.9743298208471	3.8309989737456e-09
ATG4C	1.90327761967576	4.52221987540977	10.4944005069594	4.33081900685117e-13	1.49025874151663e-12	18.9698821602658	3.61536770691936e-09
SNAP23	1.33204798667665	4.78845048408083	10.4875132613825	4.41620470273173e-13	1.51776355942381e-12	18.9609909577866	3.68664768584045e-09
KIF3C	-1.28894470047326	6.47790375998882	-10.4769956432621	4.54991221444364e-13	1.56242974768307e-12	18.9201270804464	3.79826671661755e-09
HS3ST4	-1.87717158018815	3.02549948555948	-10.4733435527414	4.59729639294862e-13	1.57740362878484e-12	18.9096420124571	3.83782302883351e-09
PIK3R1	-0.89212210920038	8.30244152425569	-10.4697879131628	4.64391094821437e-13	1.59274316333991e-12	18.8967636296272	3.87673685956936e-09
ZNF431	0.915326252463068	4.80604204975377	10.4344004705958	5.13485694544386e-13	1.75535568306983e-12	18.8751863346316	4.28657857805653e-09
STAT3	1.227576724633	5.52684471122707	10.4600422785282	4.7741541643355e-13	1.63674081987157e-12	18.8675847233479	3.98546389638728e-09
ZNF721	-0.63740747531297	8.06851994081848	-10.4500902491304	4.91098861518074e-13	1.68089106025128e-12	18.8648177596904	4.09969329595288e-09
ABCF1	0.842281088659117	6.16614724316622	10.4534027995412	4.8650060851629e-13	1.66720323476765e-12	18.8637729152755	4.06130707989399e-09
KHNYN	1.26935142018774	5.19386535144963	10.4531672253195	4.86826166594001e-13	1.66763432036386e-12	18.8597288791732	4.06402483872672e-09
CYTH2	1.08689016723615	5.96239903550787	10.4519973817908	4.88446145223278e-13	1.67249730119931e-12	18.8418170846394	4.07754842032393e-09
SMARCA2	-0.647951465361199	8.57466266679414	-10.439281662149	5.06412037032181e-13	1.73188352525385e-12	18.8308154333608	4.22752768514465e-09
FRMD4A	-1.02594895109661	8.04829912065511	-10.4399294712127	5.05480725371938e-13	1.7294070063135e-12	18.8183564907648	4.21975309540494e-09
CCDC181	-1.88476615233877	4.18757233864277	-10.4342200911852	5.13749009404759e-13	1.75553693430656e-12	18.8066144760974	4.28877673051093e-09
IRGQ	-0.868641288705382	6.58215703893033	-10.4241526630389	5.28664909899854e-13	1.80208030536708e-12	18.8055156340007	4.41329466784398e-09
KATNAL2	1.26143080425695	5.34040453499092	10.431681311273	5.17469666490936e-13	1.76608208334682e-12	18.8051179530951	4.31983677586633e-09
ISG20L2	-1.46297167035839	5.65427547218629	-10.4336340762235	5.1460541157381e-13	1.75774385262609e-12	18.7915403134698	4.29592597581817e-09
HIVEP2	-1.23366366059634	7.28664673690638	-10.4323126282889	5.16541902731143e-13	1.76363672965218e-12	18.7843338832127	4.31209180399958e-09
SAV1	1.82336703297634	3.67872399722028	10.4175155571075	5.3873841046237e-13	1.83558109649971e-12	18.7735987449502	4.49738825053986e-09
MACROD2	-1.20367121417058	5.99688487555493	-10.4242544628446	5.28511902027253e-13	1.80208030536708e-12	18.7675429063707	4.41201735812351e-09
MGAT5	0.84790344015888	6.18494424161308	10.4173888602396	5.38932590742788e-13	1.83558109649971e-12	18.7654484551856	4.49900926752079e-09
USP47	0.790747858270807	7.59700682163409	10.4246014983832	5.27990636250154e-13	1.80125289391757e-12	18.7570137274279	4.40766583141629e-09
DUSP22	1.71008726214288	4.04626622468248	10.4101115865662	5.50206196598855e-13	1.87168758321403e-12	18.7495741666362	4.59312132920724e-09
ERCC6	-0.667062106697967	6.36513031852405	-10.3811014090088	5.97581379215588e-13	2.0278899811755e-12	18.7447282541819	4.98860935369173e-09
CBLB	1.14081222884909	5.64177907421799	10.4154212634917	5.4195734603383e-13	1.84513047499609e-12	18.7350143599881	4.52425992469041e-09
NUDT3	-0.843401411569714	7.70749466616544	-10.4042840853189	5.5940645613551e-13	1.90220981499765e-12	18.7337474167475	4.66992509581924e-09
NDUFA10	-0.74526786081197	8.21692369250214	-10.4134724414559	5.44970243152856e-13	1.85463171212395e-12	18.7301857417348	4.54941158984004e-09
CBR4	0.960050725522878	5.8753371149351	10.3974578487077	5.70382518779651e-13	1.93874318679663e-12	18.7035888570073	4.76155326677253e-09
SLC5A3	-1.06975321685428	6.82237142168878	-10.380601825013	5.98432561302651e-13	2.02995327986775e-12	18.6982381388197	4.99571502175453e-09
SEMA6B	-1.93919940713709	3.22154711033953	-10.3925135423591	5.78469011599238e-13	1.96462949911735e-12	18.6837446617044	4.82905930883044e-09
ZNF33B	-1.28361563740046	5.23301649991329	-10.3937052708881	5.76509327811142e-13	1.95877080527774e-12	18.6788283881221	4.81269986856741e-09
TSPAN13	-1.84093653851521	3.68404180607067	-10.3697239567871	6.17274617314489e-13	2.0904699818829e-12	18.675032397964	5.15300850534135e-09
UBAP1L	-0.735574570379779	8.20110704784841	-10.3811396271288	5.97516314550616e-13	2.0278899811755e-12	18.6555251456081	4.98806619386854e-09
TMEM194B	2.12963868208347	3.08896900158222	10.3775336314952	6.03687174870626e-13	2.04611471206658e-12	18.6439503638335	5.03958053581999e-09
DGKA	-1.72564338128337	5.47496379476337	-10.3748697007241	6.08287453441677e-13	2.06086999242335e-12	18.6295801199263	5.07798366133112e-09
SESN3	-1.42081152839245	7.03840979574628	-10.3787567527839	6.01586851318844e-13	2.03982414086503e-12	18.6295661108175	5.02204703480971e-09
PIBF1	0.783644172872993	6.2962366200895	10.3583571449917	6.37608203518445e-13	2.15758138750384e-12	18.6147747677421	5.32275328297198e-09
FTSJ3	1.31632573404205	5.34285545566147	10.3685645704737	6.19318065974738e-13	2.09653982755763e-12	18.6032954288297	5.17006721475711e-09
ARPP19	-1.24058201518144	6.80407245442619	-10.3527043988258	6.479722079714e-13	2.18998866078755e-12	18.5663947927393	5.40927199214525e-09
SULF1	-2.53730556216081	3.63785582226895	-10.3563125051642	6.4133735719139e-13	2.16932101208822e-12	18.5628288734997	5.35388425783372e-09
LMO3	-1.69028736696256	7.1990509200773	-10.3555268953939	6.42776091753326e-13	2.17330693153372e-12	18.561274818167	5.36589481395677e-09
CLYBL	-1.14463064624932	3.37995872498908	-10.3269861401582	6.97329838346243e-13	2.34919672740695e-12	18.5484212399039	5.82130949051444e-09
STK10	1.22739585755078	4.20152622792333	10.3232651121957	7.04780921559102e-13	2.3714273007559e-12	18.5448973707077	5.88351113317538e-09
ZMYM1	1.60454387743873	2.93672159074164	10.3419204264796	6.68221263798285e-13	2.25660690678822e-12	18.5391183554937	5.57831111018808e-09
MUTYH	2.01341562191502	3.58219951351289	10.3404813281733	6.70971653095473e-13	2.26497022241852e-12	18.5339820234588	5.60127136004101e-09
SLK	0.69743262434169	7.91432111098912	10.3419190972355	6.68223798943518e-13	2.25660690678822e-12	18.528406761608	5.57833227358049e-09
ARHGAP17	1.4538387320226	5.7808123567628	10.3341302283994	6.83247858186707e-13	2.30454671520914e-12	18.5269002680968	5.70375312014263e-09
MGA	0.573000039066119	8.58030119001476	10.3306874812596	6.89997557323368e-13	2.32543383469337e-12	18.5108112836802	5.76009960853548e-09
C21orf33	1.22824227974916	4.38151494682064	10.3331802748682	6.85103566820715e-13	2.30987260735837e-12	18.5101326305066	5.71924457581933e-09
TECPR2	0.968853767751751	6.99212155047623	10.3346568894688	6.82221241090407e-13	2.30201411504556e-12	18.5076490750998	5.69518292062272e-09
SEMA6C	-1.48640222418153	4.10149758991438	-10.3120620354653	7.27706288968023e-13	2.44540576175057e-12	18.4930439281101	6.07489210030506e-09
ZSCAN29	0.859964637614688	5.23938455971596	10.3263528192041	6.98592342324827e-13	2.35250055414589e-12	18.4895628543692	5.83184887372766e-09
MDH1	-1.328500495149	5.03820001178571	-10.3171970894727	7.17105611084689e-13	2.41095354061014e-12	18.48322472895	5.98639764133498e-09
FSD1L	-1.37894982157745	5.98654976837519	-10.3258736549427	6.99549082981485e-13	2.35477247771348e-12	18.4726051549994	5.83983574472944e-09
PHF11	1.52611548003128	4.06202991718835	10.3224795917747	7.06364179356509e-13	2.37579700615155e-12	18.4683907308107	5.89672816926814e-09
ZNF350	1.01522021159351	4.62312804886825	10.3080371255242	7.36126406399369e-13	2.4699289552339e-12	18.4660956314692	6.14518324062193e-09
CXCL14	-1.58906231574729	4.37578681345314	-10.3119502463555	7.27938825820575e-13	2.44540576175057e-12	18.4590591582393	6.07683331795016e-09
BRD2	0.682833338565167	7.24536860804764	10.3088496325549	7.3441870377116e-13	2.46518992323347e-12	18.4574994254494	6.13092733908164e-09
ARHGAP18	-1.89438717187335	3.78027697292785	-10.3102866912102	7.31408184731136e-13	2.45607221485741e-12	18.4533414461997	6.10579552613552e-09
NOL3	1.71404078865387	3.61837204686987	10.3005348642382	7.52086277023008e-13	2.52246534374772e-12	18.4407739053515	6.27841624058807e-09
BTBD8	1.34212459685759	3.54408045830271	10.2974925652163	7.58658053035866e-13	2.54348491033872e-12	18.4135865358639	6.33327742674341e-09
EFNB3	-2.17144800501209	2.32066441583077	-10.2908317902154	7.73250650756903e-13	2.59136749599302e-12	18.3912366818964	6.45509643251863e-09
G3BP1	0.880768995410664	6.65065741051941	10.278910248217	8.00084465813306e-13	2.68021874823815e-12	18.3713153806244	6.67910512060948e-09
KLC1	0.77300188596686	5.68072949713578	10.2689974709185	8.23116052765023e-13	2.75516151101941e-12	18.3693181346186	6.87137280848241e-09
SWT1	1.21490322603116	4.23045336527923	10.2731256688887	8.13443754841111e-13	2.72387824525214e-12	18.3611682762074	6.79062846541360e-09
RNF215	-1.40252370851181	3.57615338279044	-10.2614713406877	8.41051356039655e-13	2.8129393911134e-12	18.355281131787	7.02109672021904e-09
GNAI3	-1.63943345217778	4.5985029244461	-10.2639434248195	8.35116837959807e-13	2.79421056644828e-12	18.3076185094638	6.97155536328847e-09
THADA	1.1861236501055	5.47312385894602	10.2577425667793	8.5008384754254e-13	2.84201039618948e-12	18.3041413977589	7.09649995928512e-09
ZNF253	0.731125885052704	6.06633462636133	10.2439110155247	8.84458521686462e-13	2.95574849441096e-12	18.2922456974744	7.38345973903858e-09
ELMOD3	0.930034411573273	5.26027924483923	10.2409915920454	8.91892603588047e-13	2.97939954171789e-12	18.2830055284038	7.44551945475302e-09
STARD4	-1.65429853611316	4.91405277177755	-10.2346613071777	9.08230957577671e-13	3.03276481354336e-12	18.2272313656239	7.5819120338584e-09
TLN1	0.976643887646713	6.12407427497186	10.2227984412016	9.39672212971812e-13	3.1352452573496e-12	18.2014771670058	7.84438363388869e-09
UBE2QL1	-2.53203010324144	3.48554926138176	-10.2222977783103	9.41023220806274e-13	3.13849854066751e-12	18.1966863751173	7.85566184729078e-09
IST1	0.965042251748246	5.52137337971326	10.220354858481	9.46284780917925e-13	3.15478648206982e-12	18.1939769800715	7.89958535110284e-09
ZNF234	1.37629442546483	4.48858327774107	10.225301850434	9.3294641268598e-13	3.11404904162437e-12	18.1876598161785	7.78823665310256e-09
GMCL1	-0.992264516084615	4.96298587831312	-10.1984852918749	1.00761155409761e-12	3.34987704245592e-12	18.1809510367056	8.41154125360685e-09
UVSSA	1.09856674708289	6.25847883738406	10.215317721003	9.60065289331005e-13	3.19817439558469e-12	18.1728731440903	8.01462503533523e-09
DIRC3	-1.33442288131256	3.98142859251969	-10.2085641836768	9.78861961870717e-13	3.25818965617892e-12	18.1718892442034	8.17153965769675e-09
RANBP2	-0.850870907148387	7.90760864192265	-10.2195062376426	9.48592271032916e-13	3.16121687767776e-12	18.167091688898	7.91884827858278e-09
FAM212B	-1.51429977826359	5.52552167191971	-10.2100244958576	9.74766145017376e-13	3.2458507293997e-12	18.1410532638567	8.13734777860505e-09
ZNF143	1.66216394167416	3.60812770727883	10.2003369515573	1.00226619722181e-12	3.3347621420517e-12	18.1374489868899	8.36691821440767e-09
CNTLN	0.997208541410975	5.77040679077962	10.1974432278559	1.01063250015148e-12	3.35858284684098e-12	18.1365900295146	8.43676011126455e-09
PIK3C3	-0.700373194970194	7.3366722756979	-10.1919182874089	1.02680368762922e-12	3.40960906297879e-12	18.1327297992929	8.57175718432873e-09
COL4A2	-2.21368077910035	4.3450444543048	-10.1944667042788	1.01931221369343e-12	3.38607972937235e-12	18.1166068448961	8.50921835991275e-09
LRRC8D	1.43293343902224	4.26016335287821	10.1851367812836	1.04701257391222e-12	3.47395109976916e-12	18.1046576408618	8.74046096701921e-09
ADHFE1	2.16337473315364	4.191494985094	10.1989333306045	1.00631550970619e-12	3.34690114542918e-12	18.1028546042638	8.40072187502727e-09
GTF2I	0.87133996286605	7.17788498480988	10.1895133338752	1.03392471480632e-12	3.43189006727761e-12	18.0827077822975	8.63120351920316e-09
CD164	1.21760527560975	6.2251701125321	10.1822960474188	1.05559757978428e-12	3.49965393011881e-12	18.0800118529614	8.81212859603917e-09
PPIB	1.41345100338282	3.85648352453365	10.1844189125022	1.04917533272589e-12	3.47974401175834e-12	18.0779654740717	8.75851567759573e-09
RABEP2	1.61686238642301	2.96929078635083	10.1792730401668	1.06481198246235e-12	3.52880128209437e-12	18.0737749066788	8.8890504295957e-09
EIF5	0.745308131854853	7.70308948426011	10.1711695308536	1.08991730592624e-12	3.61056732931438e-12	18.0406517145604	9.09862966987225e-09
MLLT4	0.671031721582343	8.65868029009985	10.1706472908947	1.09155572007307e-12	3.6145605518326e-12	18.0389636282733	9.11230715116999e-09
PVR	-1.38031612569065	4.72961449633763	-10.1630429301001	1.11569814046601e-12	3.69304047446877e-12	18.0332479778233	9.31384807661025e-09
C15orf57	-1.39423659960873	5.08198846965174	-10.1601760257347	1.12494017920808e-12	3.72215640746297e-12	18.0129126099971	9.39100061602905e-09
MAPK14	-0.911113251935093	6.36435135643552	-10.1412364566844	1.1879809077185e-12	3.92452102003721e-12	17.9695365448875	9.91726461763404e-09
SORBS1	-1.21332320104116	8.49079206319765	-10.1376403760585	1.20034999041339e-12	3.96224662711388e-12	17.9664839201362	1.0020521719971e-08
ADARB2	1.52547200911585	4.79990141248516	10.1348391844147	1.21007553518366e-12	3.99119342857098e-12	17.963784019492	1.01017105677132e-08
CTTNBP2	1.15159995956848	8.61962480477014	10.1447230526701	1.17611199357892e-12	3.889929842471e-12	17.9624441766016	9.81818292239682e-09
SORCS2	1.51300895433117	5.45913347208931	10.1401734189418	1.19162379683524e-12	3.93499820252397e-12	17.9576695062395	9.94767545598058e-09
NUCB2	-1.2690589571446	5.80728532924032	-10.143694880544	1.17959947681297e-12	3.89991937918206e-12	17.9541046624277	9.84729643243467e-09
ADCYAP1	-2.34879270290109	2.98223510875433	-10.1435282844877	1.18016554614976e-12	3.90024623090191e-12	17.9477372082536	9.8520219792582e-09
YPEL2	1.08238748755774	6.94099654964626	10.1361586745669	1.20548442586672e-12	3.97762212930253e-12	17.9287609491398	1.00633839871354e-08
SNAPC4	-0.969689769958494	5.36077478219121	-10.1239678015873	1.24858438805434e-12	4.11495557500102e-12	17.9274869840162	1.04231824714776e-08
TEK	2.00962021431618	3.41911575573093	10.1294415483954	1.22904203314017e-12	4.05214964164854e-12	17.9185616005499	1.02600428926541e-08
BEND4	-1.60871871151018	2.16558433254767	-10.1052723050124	1.3177426847619e-12	4.33945401672283e-12	17.8734689745355	1.10005159323923e-08
ZNF233	-1.67643141546968	3.7881725537606	-10.1032307620523	1.32552664601093e-12	4.36164621241595e-12	17.8543232943044	1.10654964408992e-08
P4HTM	-1.32906902594218	6.40699038725785	-10.1132699620979	1.28769379406979e-12	4.24217355678555e-12	17.845650041245	1.07496677928946e-08
PLXNB2	-1.27463924211284	6.33621525719938	-10.0983374991821	1.34437423549402e-12	4.42017964470424e-12	17.8389837017497	1.12228361179041e-08
SF3B2	1.14214871969981	8.19404351154195	10.1048787925926	1.31923944264183e-12	4.34266990030521e-12	17.8313320332762	1.1013010867174e-08
CLCN2	1.61599015621098	3.37462052936855	10.1019306622438	1.33050796504315e-12	4.37631225066202e-12	17.8304811944314	1.11070804921802e-08
CLSPN	-1.75788422486203	2.45210262457667	-10.0946640644781	1.35870202157701e-12	4.46377193078508e-12	17.8267422067744	1.13424444761249e-08
KLHL32	1.30171807805765	4.91951674980528	10.0792432564781	1.42056102416794e-12	4.65783324028042e-12	17.8127802463113	1.1858843429754e-08
MIPOL1	-1.20385946063198	6.10651502913104	-10.0978584825947	1.34623384793037e-12	4.42455124508768e-12	17.8046166792619	1.12383601625227e-08
DZIP3	-0.630458195489232	6.85226224198561	-10.0830953740605	1.4048456000224e-12	4.61173852496539e-12	17.7991737589647	1.1727651068987e-08
LRRC16B	-1.45273015255038	3.98967580857274	-10.0882906751187	1.38392961062795e-12	4.5448640399379e-12	17.7966838213838	1.15530443895221e-08
CCDC77	1.24519718348523	4.26190093874167	10.0732892412925	1.44520353308082e-12	4.73677231808351e-12	17.7767978302546	1.20645590941587e-08
ZNF160	0.801928262051151	6.65675453503488	10.080256449949	1.41641029265826e-12	4.64604837843268e-12	17.7750334460028	1.18241931231112e-08
PLEKHA7	1.86280976887003	3.98612991253248	10.0807820446808	1.41426195170289e-12	4.64082498931437e-12	17.7589667242232	1.18062587728157e-08
TOPORS	0.891710770481096	5.98856068920312	10.0563463086259	1.51772902265347e-12	4.97057743472388e-12	17.7470980618871	1.26700018811112e-08
MARCH1	1.0866473746291	6.49748499855764	10.0669854360968	1.47176712732899e-12	4.82194347682199e-12	17.7263922115814	1.22863119789424e-08
UNC119	-2.1773533115894	4.91927317625388	-10.0552489943096	1.52255167715772e-12	4.98441623565202e-12	17.7022063136202	1.27102614009126e-08
TTC5	-0.944742161183383	4.77582575731915	-10.0422641906645	1.580815036956e-12	5.17109871806765e-12	17.6939950685624	1.31966439285087e-08
ZNF107	1.70926808725358	3.96826193912926	10.0457333289419	1.56503072971192e-12	5.12147257218154e-12	17.6712549422187	1.30648765316351e-08
ZNF518B	-1.57158031336736	5.03252164506382	-10.0420043862797	1.58200361292692e-12	5.17295971825848e-12	17.6641406915233	1.32065661607139e-08
CHAF1B	-1.77773546386923	3.74854942453298	-10.0379692310498	1.60058093006023e-12	5.2316560705336e-12	17.6507515754273	1.33616496041428e-08
TMEM170B	-0.919256833118635	6.37521661854945	-10.0303633184917	1.63620205635854e-12	5.34390249079855e-12	17.6505607196906	1.36590147664811e-08
DBNL	-0.662632172073959	7.36621962416709	-10.0305663939637	1.63524060219673e-12	5.3428526603281e-12	17.6362762707903	1.36509885471383e-08
SEC14L5	0.821740837762346	7.0632032267983	10.0233546449636	1.66973853534478e-12	5.44957534542138e-12	17.6299561173145	1.39389772930582e-08
BTBD10	-1.23182847577023	5.01619012949141	-10.0214647077126	1.67890078471292e-12	5.4747905276498e-12	17.6224717252063	1.40154637507835e-08
FAM78B	-2.07218875691731	3.30263849179142	-10.023328964793	1.66986268969668e-12	5.44957534542138e-12	17.6098189312525	1.39400137335879e-08
ZNF678	1.34565790673052	4.72124802742241	10.0139131138519	1.71602265866097e-12	5.59147429918103e-12	17.6032148684096	1.43253571545018e-08
PRKACA	-0.649782266108323	5.44344008171764	-10.0093707327256	1.7387522893251e-12	5.65670464196647e-12	17.5966849679886	1.45151041112859e-08
LASP1	-1.13020452111754	5.04338124838429	-10.0136545357729	1.71730842290877e-12	5.59348057527993e-12	17.5956587833724	1.43360907144424e-08
KCNH5	-2.33772892578343	3.39513625554686	-10.0215107566781	1.67867693775721e-12	5.4747905276498e-12	17.5938474248768	1.40135950763972e-08
VCL	-1.9793052265142	4.93044572045674	-10.0208657689459	1.68181502643666e-12	5.48215222205907e-12	17.5865034322486	1.40397918406932e-08
MYH15	2.02557739646551	4.52040074839424	10.0120123727832	1.72549684494125e-12	5.61576906883805e-12	17.5806093307239	1.44044476615696e-08
STMN2	-2.31720386545497	4.83251493436709	-10.0125970910754	1.72257669186349e-12	5.6084517253028e-12	17.5704819661634	1.43800702236764e-08
PTGR2	1.42121069677086	4.76337021637453	10.0057791071378	1.75694067706623e-12	5.71365047610006e-12	17.5679407304671	1.46669407721489e-08
TCEANC2	1.27704888992308	4.25289201379175	10.0029383764134	1.77146318857871e-12	5.75863500710869e-12	17.5599122457956	1.47881746982551e-08
CCDC171	-1.04641295739473	6.87558105651719	-10.001321110404	1.77978543467209e-12	5.78343667132837e-12	17.5487972621096	1.48576488086426e-08
ZC3H12C	1.07800006957739	5.15622604874028	9.98613045418781	1.8599187766224e-12	6.0414793569042e-12	17.5011688424077	1.55266019472438e-08
PARN	0.88470526756671	5.10657692609524	9.97668719543801	1.91157060458017e-12	6.20680410915754e-12	17.4949986063625	1.59577914070353e-08
SMYD3	-1.86665531426326	4.03320745981951	-9.97378855593068	1.92771563974758e-12	6.24954180994672e-12	17.482058231328	1.60925701606128e-08
ACVR1B	-1.49845695644898	5.06094566698648	-9.97655527956363	1.91230236808256e-12	6.20680410915754e-12	17.4662759534578	1.59639001687532e-08
ANKRD33B	-2.11719403305753	2.05059848645685	-9.97548766051027	1.91823513741497e-12	6.22364046915669e-12	17.4653300137357	1.60134269271402e-08
FAM160A1	-1.31318686207708	2.164404244618	-9.95454359360576	2.03847686084555e-12	6.59837333630812e-12	17.455868533824	1.70172048343387e-08
GNAO1	0.808138350804199	8.49988133142058	9.97509414525106	1.92042661589861e-12	6.22832998815914e-12	17.4469025687288	1.60317213895216e-08
NDUFS5	2.2582860141374	4.20520826190769	9.97120246342787	1.94223666407859e-12	6.29417378560874e-12	17.4311535147189	1.62137916717281e-08
KIAA1731	-0.731363420047542	7.8087485756798	-9.96327673040012	1.98743550856766e-12	6.43814964125838e-12	17.4297987320392	1.65911116255228e-08
PGPEP1	-0.908125347819825	5.73801500078574	-9.95680479870058	2.02513477779863e-12	6.5577289080927e-12	17.4203362735793	1.6905825125063e-08
CDC16	1.04733140021508	6.43229484619267	9.94107671296221	2.1198066832923e-12	6.85897139229618e-12	17.3560053342952	1.76961461921241e-08
NUB1	0.884279482258066	5.89402768583392	9.92938431493008	2.19308850149676e-12	7.08510170684788e-12	17.3523947959486	1.8307902810495e-08
BRWD1	-0.548637720919224	8.71851734719585	-9.92733025472266	2.20622544077146e-12	7.12478529189949e-12	17.3466177102471	1.84175699795601e-08
MMD2	2.08522503588629	3.16209114573304	9.93500019121896	2.15757551042375e-12	6.97577086019266e-12	17.3447079928316	1.80114403610175e-08
UNC13B	-1.12328120021806	6.58253857756284	-9.93549052351327	2.15450265371631e-12	6.96853473584803e-12	17.3391507044833	1.79857881532238e-08
NBPF10	2.2475107423394	3.79044682566895	9.93315559253454	2.16917530753431e-12	7.01055960793513e-12	17.3370959099077	1.81082754672964e-08
BIRC6	0.899221818519068	8.05056707564935	9.92213723694786	2.23979532656251e-12	7.23039883454903e-12	17.3054774205245	1.86978113861438e-08
KATNA1	1.71017948992313	3.01482651954819	9.91463996592298	2.28917795063358e-12	7.38125049512906e-12	17.305385882134	1.91100575318891e-08
